campaign_id,audience_segment,creative_size.userid,creative_messaging,app_url,exchange,device_make,impressions,clicks,viewable_impressions,measurable_impressions,total_conversions,gross_cost
HN53I,Online Behavior>United States>The Changing Consumer>CPG,300x250 | QLQTQ7912S,Subscribe Today - 10% Discount,realtor.com,Google Ad Manager,Smartphone,224877,805,121175,213280,11,7360.992969
EW39C,US » Brand Propensities » Automotive » Ford Credit Buyer Propensity,320x50 | QLQTQ7912S,Subscribe Today - 10% Discount,zillow.com,Google Ad Manager,Smartphone,304377,801,27519,270098,63,1595.48714
WN47X,Lotame » Travel » Summer Travel,300x250 | RSPQE1339C,Sign up Now - 10% Off,ajc.com,Google Ad Manager,Apple PC,16719,35,9944,15714,13,1588.6475
VC77G,Online Behavior>United States>Intent » Shopping>Consumer Electronics » Video Game Consoles,300x250 | RSPQE1339C,10% Discount - Ends 6/1,factinate.com,Magnite DV+,Apple PC,39314,100,27671,35488,8,5530.800458
AH51D,US » Brand Propensities » Media and Entertainment » Sony Network Entertainment International Buyer Propensity,300x250 | QNBHM4798S,10% Discount - Ends 6/1,mail.aol.com,PubMatic,Windows PC,32173,104,24427,30084,11,1498.29154
WX33F,OnAudience » Intent » Electronics » Video » Televisions,320x50 | JYUMW9816F,10% Discount - Ends 6/1,accuweather.com,OpenX,Smartphone,19826,39,6511,15752,10,1447.873298
QT78D,US » Reach » Propensity Models » Household Consumer Expenditures » Kitchen,320x50 | NRVSZ4124D,Sign up Now - 10% Off,culinaryhill.com,Google Ad Manager,Smartphone,10093,65,3901,9645,2,3105.283004
IG12A,"US Financial » Estimated Discretionary Spending (Financial) » Greater than $2,499",320x50 | TXHFP5147Y,10% Discount - Ends 6/1,biblestudytools.com,Google Ad Manager,Smartphone,10779,86,6420,10287,3,1759.704833
UE65D,Online Behavior>United States>Autos and Vehicles » Brands>Rolls-Royce,320x50 | TXHFP5147Y,Sign up Today - 10% Off,boattrader.com,BidSwitch,Smartphone,14047,44,9934,13377,7,5729.650755
QJ68R,Online Behavior>United States>Autos and Vehicles » Brands>Peugeot,320x50 | IALWL3548O,10% Discount - Ends 6/1,todaysnyc.com,Google Ad Manager,Smartphone,17317,68,8055,12724,12,5668.857079
RL60H,US » B2B » B2B Decision Maker Responsibilities » Sales,300x250 | RFDTQ3121R,Sign up Today - 10% Off,foxnews.com,Google Ad Manager,Windows PC,19951,81,10511,18132,15,1801.14885
MN13Y,US » Reach » Propensity Models » Hobbies and Interest » Sports » Fitness Enthusiasts,300x250 | CQBKW6821H,10% Discount - Ends 6/1,fandomwire.com,Google Ad Manager,Windows PC,65238,240,23741,59893,15,3132.519209
IQ66L,Online Behavior>United States>Autos and Vehicles » Brands>Kia,300x50 | CQBKW6821H,Subscribe Today - 10% Discount,weather.com,Google Ad Manager,Smartphone,257862,700,105048,238629,21,5899.429483
KR64J,Lotame » Travel » Thanksgiving Travel,320x50 | MSHHK2719Q,Sign up Now - 10% Off,weather.com,Google Ad Manager,Smartphone,36543,147,18046,27358,6,1513.088728
VE61P,Mobile - US » Travel » Car Rentals » Hertz,320x50 | WVIEF2507J,Sign up Today - 10% Off,ebay.com,BidSwitch,Smartphone,87287,203,40039,80040,18,1579.367346
VR48T,US » Interest Propensities » Insurance » MassMutual,300x250 | VUHLC2139A,10% Discount - Ends 6/1,bbc.com,Google Ad Manager,Windows PC,32845,164,16163,30368,5,1910.436686
IG18O,Online Behavior>United States>Finance » Banking>Banking,320x50 | VUHLC2139A,10% Discount - Ends 6/1,msn.com,Google Ad Manager,Smartphone,921791,2150,668449,852442,69,8042.897949
BS84C,Online Behavior>United States>Arts and Entertainment>Events and Listings » Expos and Conventions,300x250 | VUHLC2139A,Subscribe Today - 10% Discount,zillow.com,Google Ad Manager,Apple PC,20833,87,1777,17211,9,5542.512181
PY30Q,US »Made In America Audience,320x50 | WBNSR4815R,Sign up Now - 10% Off,upworthy.com,PubMatic,Smartphone,16137,40,7938,14030,4,1835.048738
GV60P,Online Behavior>United States>Travel>Tourist Destinations » Historical Sites and Buildings,320x50 | VOXLX7287T,10% Discount - Ends 6/1,slickdeals.net,Index Exchange,Smartphone,47360,126,8047,33641,9,6502.274933
BP95C,Online Behavior>United States>Intent » Auto Buyers » Type>SUV,300x250 | DGHBT9952X,Sign up Today - 10% Off,homeaddict.io,BidSwitch,Windows PC,99205,230,49240,72687,21,6185.002486
ML90F,US » Interest Propensities » Activities and Interests » Buying and Selling Homes » Real Estate,300x250 | DGHBT9952X,Subscribe Today - 10% Discount,the-sun.com,Google Ad Manager,Smartphone,14799,59,1403,13410,9,1693.760435
MY57E,Online Behavior>United States>Intent » Auto Buyers » Car Make>Toyota,320x50 | FZXRW3885D,Sign up Now - 10% Off,cnn.com,PubMatic,Smartphone,9060,30,5190,8621,14,4934.851563
IL47Q,US » Health and Wellbeing » Health and Wellbeing,320x50 | FZXRW3885D,Sign up Today - 10% Off,medicalnewstoday.com,Magnite DV+,Smartphone,9881,15,2344,7324,1,1505.01155
GS87U,Online Behavior>United States>Intent » Travel>Flights,300x50 | FZXRW3885D,Sign up Now - 10% Off,nypost.com,Xandr - Monetize SSP (AppNexus),Smartphone,140359,352,76130,133578,26,6094.666799
CJ79P,OnAudience » Interest » News » Local News,300x50 | AOTHP3333L,Sign up Now - 10% Off,foxnews.com,BidSwitch,Smartphone,69722,194,40640,64819,10,1667.655895
EE62L,Travel and Tourism » Interest (Affinity) » Destinations » North America » United States,300x50 | IZALV9445C,Subscribe Today - 10% Discount,cars.com,Google Ad Manager,Smartphone,9730,45,2971,5102,3,1778.937935
OV20L,US » Interest Propensities » Social » Premium User Generated Content,300x250 | NFHGL5241D,Subscribe Today - 10% Discount,cnn.com,Google Ad Manager,Smartphone,88499,186,18950,71458,5,1803.139812
YY84B,Online Behavior>United States>Sports>Individual Sports » Skate Sports,320x50 | NFHGL5241D,Sign up Today - 10% Off,medical-news.org,Yahoo Exchange,Smartphone,117879,390,52098,86127,1,5102.706729
WB32B,"Lotame » Style, Fashion & Clothing",320x50 | NFHGL5241D,Subscribe Today - 10% Discount,rvtrader.com,Google Ad Manager,Smartphone,13168,84,8527,12625,4,1639.72335
NR48H,Online Behavior>United States>Intent » Auto Buyers » Car Make>Opel,300x250 | FVBBK0090Y,Subscribe Today - 10% Discount,finance.yahoo.com,Google Ad Manager,Smartphone,286998,815,61586,247500,13,6395.550624
BX74G,Online Behavior>United States>Games>Computer and Video Games,300x250 | XRXCI6979P,Subscribe Today - 10% Discount,bbc.com,PubMatic,Apple PC,26558,111,15761,23532,14,6751.558981
FM3E,Online Behavior>United States>Arts and Entertainment>Events and Listings » Food and Beverage Events,300x250 | XRXCI6979P,Sign up Today - 10% Off,mail.aol.com,Google Ad Manager,Smartphone,224359,480,163149,200859,5,4196.936777
ES12J,US » Sociodemographic » ConneXions Lifestage » Y2 Emerging Techies,300x250 | EJEIC6423I,Sign up Today - 10% Off,shareably.net,Google Ad Manager,Smartphone,10485,84,4255,7669,2,2239.262819
WI19H,Online Behavior>United States>Intent » Auto Buyers » Car Make>Mercedes,320x50 | XTSRY4576S,Subscribe Today - 10% Discount,realtor.com,Index Exchange,Smartphone,42459,121,15187,37408,11,6321.491689
GX96G,Online Behavior>United States>Internet and Telecom>Mobile and Wireless,320x50 | QRBII8237O,Sign up Now - 10% Off,forbes.com,Google Ad Manager,Smartphone,15326,68,7941,14331,8,6943.515824
HR18U,Online Behavior>United States>Autos and Vehicles » Brands>Maserati,320x50 | QRBII8237O,Sign up Today - 10% Off,foxnews.com,BidSwitch,Smartphone,38408,101,23557,35247,7,5343.459431
PM53B,Online Behavior>United States>Online Communities>Dating and Personals,320x50 | QRBII8237O,Sign up Today - 10% Off,weather.com,Google Ad Manager,Smartphone,39844,99,11077,30190,9,6367.869929
CC4W,US » Financially in Charge » Performance Score: Top 50%,320x50 | QRBII8237O,10% Discount - Ends 6/1,weather.com,Google Ad Manager,Smartphone,12512,69,6240,9672,1,2298.888965
WU2K,Online Behavior>United States>Travel>Travel Agencies and Services,300x50 | FYPAV5868D,Subscribe Today - 10% Discount,mail.yahoo.com,Google Ad Manager,Smartphone,184622,180,98938,161848,13,7149.816075
RV82Y,Online Behavior>United States>Intent » Services>Arts and Entertainment,300x250 | BNNND1001J,Sign up Today - 10% Off,msn.com,Google Ad Manager,Apple PC,29834,99,14599,24656,14,6032.837114
CU31G,Online Behavior>United States>Autos and Vehicles » Brands>Jeep,320x50 | BSXZP1860B,Sign up Now - 10% Off,accuweather.com,Google Ad Manager,Smartphone,23711,69,4337,17211,8,5740.952219
JZ35X,Online Behavior>United States>Intent » Auto Buyers » Car Make>BMW,300x250 | YVOKD6461D,Sign up Today - 10% Off,firstcoastnews.com,BidSwitch,Smartphone,12092,30,2042,10315,8,6245.134793
US22I,Online Behavior>United States>Home and Garden>Bed and Bath,300x250 | YVOKD6461D,10% Discount - Ends 6/1,streetinsider.com,Google Ad Manager,Apple PC,28888,85,21437,27586,19,6858.578118
SV87D,US » Interest Propensities » Oil & Gas » QuickTrip,320x50 | WGZAC1449D,Subscribe Today - 10% Discount,cargurus.com,Index Exchange,Smartphone,16227,40,9438,15611,3,1991.94384
QY47P,"Online Behavior>United States>Hobbies and Leisure>Contests, Awards and Prizes",300x250 | WGZAC1449D,Subscribe Today - 10% Discount,geeksforgeeks.org,BidSwitch,Apple PC,120902,333,9964,70015,15,4669.013669
ZT54S,US » Reach » Propensity Models » Online » Home Office,320x50 | WGZAC1449D,Subscribe Today - 10% Discount,outlook.live.com,Magnite DV+,Smartphone,481526,1235,396802,437639,23,2037.865594
SC17A,Online Behavior>United States>Validated Demographic » Age>25-44,300x50 | AECWX9233R,Sign up Today - 10% Off,cheapoair.com,PubMatic,Smartphone,114723,350,14623,92063,6,4742.008637
HV48I,Online Behavior>United States>Autos and Vehicles » Brands>Fiat,300x250 | AECWX9233R,10% Discount - Ends 6/1,thekrazycouponlady.com,Magnite DV+,Smartphone,11417,78,1387,9924,9,6206.637108
JU9W,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Males 25-44,300x250 | CLSHM6277W,Sign up Now - 10% Off,cars.com,Google Ad Manager,Apple PC,47394,184,22712,41918,24,4701.496237
JK18T,Online Behavior>United States>Real Estate>Apartments and Residential Rentals,320x50 | YZCFL2986Y,Sign up Now - 10% Off,cbssports.com,Google Ad Manager,Smartphone,9515,30,6169,9138,3,5776.508186
NO19J,Online Behavior>United States>Intent » Shopping>Auto Parts Stores,320x50 | ZZGMU8537Y,Subscribe Today - 10% Discount,insider.com,Google Ad Manager,Smartphone,102905,421,45324,99065,1,6407.581828
YN51W,OnAudience » Interest » Technology & Computing,300x50 | ZZGMU8537Y,10% Discount - Ends 6/1,wunderground.com,PubMatic,Smartphone,23410,66,13626,22109,6,1930.180523
VJ42T,US » Interest Propensities » TV and Movies » Drama,300x250 | ZZGMU8537Y,10% Discount - Ends 6/1,yahoo.com,PubMatic,Smartphone,556152,1867,221833,480882,7,1818.100044
XK65E,Online Behavior>United States>Intent » Auto Buyers » Car Make>Audi Q,300x250 | LYTFU0708J,Sign up Now - 10% Off,accuweather.com,Xandr - Monetize SSP (AppNexus),Smartphone,10501,90,4126,7654,8,6244.517921
MJ8S,Online Behavior>United States>News>Business News,320x50 | NFIRA4322Q,Subscribe Today - 10% Discount,finance.yahoo.com,OpenX,Smartphone,44505,125,18993,39522,16,6766.475368
RX74N,Online Behavior>United States>Intent » Auto Buyers » Car Make>Mazda,300x250 | GEKPL6384E,10% Discount - Ends 6/1,iflscience.com,Google Ad Manager,Smartphone,11672,84,7619,9999,7,5284.27704
KE60M,US » Reach » Sociodemographic » Dwelling Size » 1 Unit,300x50 | IYCBT9201J,10% Discount - Ends 6/1,bbc.com,BidSwitch,Smartphone,13686,66,7928,11931,11,4660.560369
WK86W,OnAudience » Interest » Business,300x250 | MTOTS2232O,Sign up Today - 10% Off,cbsnews.com,PubMatic,Smartphone,13700,63,3609,12644,4,2032.700147
VW81B,Purchase-Based,300x250 | MTOTS2232O,10% Discount - Ends 6/1,scitechdaily.com,Index Exchange,Smartphone,11289,97,1345,8187,3,1665.160445
VY58P,Online Behavior>United States>B2B » Occupation>SystemsAnalyst,320x50 | ZCLPW3120T,Sign up Now - 10% Off,espn.com,Google Ad Manager,Smartphone,95289,199,19527,82800,5,3223.535948
TQ57K,Online Behavior>United States>Travel>Travel Agencies and Services » Tourist Boards and Visitor Centers,320x50 | ZCLPW3120T,Sign up Today - 10% Off,nbcnews.com,Magnite DV+,Smartphone,189571,500,130676,183688,39,6335.948388
LU98T,Online Behavior>United States>Finance » Insurance>Insurance,320x50 | WUACZ9864Q,Sign up Now - 10% Off,foxnews.com,Magnite DV+,Smartphone,122086,299,82898,116235,16,7663.695294
WI97W,Online Behavior>United States>Life Event>College Graduation,320x50 | WUACZ9864Q,10% Discount - Ends 6/1,msn.com,Google Ad Manager,Smartphone,1515751,3874,1151776,1396230,49,7850.644244
ZZ8I,Telecommunications and Mobile Tech » Mobile Devices and Connected Technology,300x250 | WUACZ9864Q,Subscribe Today - 10% Discount,realtor.com,PubMatic,Apple PC,11269,63,4992,10245,3,1576.38921
YG91V,Lotame » Personal Finance » Stocks,300x250 | PQIWN3479L,Sign up Now - 10% Off,repairlinkshop.com,Yahoo Exchange,Smartphone,13382,68,3340,11662,1,1447.927193
OZ96C,US » B2B » B2B Decision Maker Responsibilities » Security Services,320x50 | NJMXV2227T,Subscribe Today - 10% Discount,slickdeals.net,PubMatic,Smartphone,12488,99,4021,11403,4,2176.657469
RB71Y,Online Behavior>United States>People and Society>Seniors and Retirement,320x50 | RKCRU2032O,Sign up Now - 10% Off,healthline.com,Google Ad Manager,Smartphone,26820,80,13553,21192,12,6745.10344
PA8P,Media and Entertainment » Gaming » Interest (Affinity) » Video Games,320x50 | GHEXC4271G,Subscribe Today - 10% Discount,bleacherbreaker.com,OpenX,Smartphone,9078,21,4051,6215,1,1700.795736
NU54M,Online Behavior>United States>Online Communities>File Sharing and Hosting,320x50 | ZJAYC2987F,Sign up Today - 10% Off,ebay.com,Index Exchange,Smartphone,39794,101,17539,37664,12,5328.524514
VD63Q,US » Home Renovation » Home Renovators,300x250 | RIDYW0144Y,Sign up Now - 10% Off,thesaltymarshmallow.com,Google Ad Manager,Smartphone,15547,70,7615,14939,3,1767.464456
LY33D,Online Behavior>United States>Law and Government>Military,320x50 | LLMRO4391P,Sign up Today - 10% Off,cars.com,Google Ad Manager,Smartphone,17582,56,9848,16558,12,6846.447915
TN56F,Online Behavior>United States>Travel>Air Travel » Airport Parking and Transportation,300x250 | LLMRO4391P,Subscribe Today - 10% Discount,mail.aol.com,Google Ad Manager,Windows PC,141165,250,102776,128004,28,7222.211408
DQ15G,US Financial » Method of Payment » Other,320x50 | LLMRO4391P,Subscribe Today - 10% Discount,whatismyipaddress.com,Magnite DV+,Smartphone,15311,10,7757,12630,19,1471.187144
AT73E,Online Behavior>United States>Beauty and Fitness>Cosmetology and Beauty Professionals,320x50 | EKGPP8018L,Subscribe Today - 10% Discount,dotesports.com,Xandr - Monetize SSP (AppNexus),Smartphone,18022,30,10618,16643,15,4051.158749
LH22D,US » Reach » Propensity Models » Young Adult Clothing Shoppers,320x50 | EKGPP8018L,Sign up Now - 10% Off,sciencesensei.com,OpenX,Smartphone,20885,99,9901,16266,15,2496.785436
VA15Z,Online Behavior>United States>Intent » Shopping>CPG� Grocery,300x250 | KOPFG9064M,Subscribe Today - 10% Discount,dailybee.com,Google Ad Manager,Smartphone,8111,0,4346,6163,1,5000.761206
XV77J,OnAudience » Intent » Baby & Toddler,300x250 | KOPFG9064M,Sign up Now - 10% Off,topclassactions.com,Index Exchange,Windows PC,16628,70,7974,15969,13,1665.965851
RV65Z,Online Behavior>United States>Finance » Financial Planning and Management>Inheritance and Estate Planning,320x50 | PGTDG9358C,Sign up Today - 10% Off,investing.com,Index Exchange,Smartphone,115673,410,52475,97166,22,5045.93793
KS33U,OnAudience » Interest » Travel,300x250 | PGTDG9358C,Subscribe Today - 10% Discount,mail.yahoo.com,BidSwitch,Smartphone,7540,10,1475,2054,1,1713.978863
VR34F,Mobile - US » Sports » UFC Fans,320x50 | ZLWMH0969T,Sign up Today - 10% Off,ign.com,Google Ad Manager,Smartphone,22180,60,4835,19291,9,1441.631095
PL87H,Online Behavior>United States>Validated Demographic » Age>25-34,320x50 | ZLWMH0969T,10% Discount - Ends 6/1,lotterypost.com,OpenX,Smartphone,190592,601,28906,172515,25,4742.047766
EX16A,Online Behavior>United States>Intent » Shopping>Home Improvement,320x50 | ZLWMH0969T,Subscribe Today - 10% Discount,wordunscrambler.me,Google Ad Manager,Smartphone,9357,60,1754,8343,10,6559.477756
VT57N,US » Brand Propensities » Apparel » The Men's Wearhouse Buyer Propensity,300x250 | HCVVZ6100Z,Sign up Now - 10% Off,yahoo.com,BidSwitch,Windows PC,59296,170,25482,54149,4,1568.715259
ZU40E,Online Behavior>United States>Autos and Vehicles » Brands>Ford,300x50 | NIOUL8511M,Sign up Today - 10% Off,insider.com,Google Ad Manager,Smartphone,89744,311,48786,85900,3,6369.811226
BM27N,Online Behavior>United States>Intent » Auto Buyers » Car Make>Peugeot,300x250 | UHRAL1341C,Sign up Today - 10% Off,usatoday.com,Google Ad Manager,Smartphone,186404,940,30885,151358,3,4702.027505
OF1H,Online Behavior>United States>Beauty and Fitness>Spas and Beauty Services,320x50 | UHRAL1341C,Sign up Today - 10% Off,yahoo.com,PubMatic,Smartphone,888037,2841,370429,820340,42,8134.350524
JM50E,OnAudience » Interest » Careers,320x50 | GEEXJ2987K,Subscribe Today - 10% Discount,biblegateway.com,Google Ad Manager,Smartphone,77313,191,40366,71128,3,1790.390198
IJ79W,OnAudience » Intent » Animals & Pet,300x250 | HICAK5310C,Subscribe Today - 10% Discount,a-z-animals.com,OpenX,Smartphone,75161,280,40385,70325,3,1506.461108
ZH63R,OnAudience » Intent » Electronics » Video Game Consoles,320x50 | GWRJB5730V,Sign up Now - 10% Off,reuters.com,Taboola,Smartphone,16791,40,11402,14231,3,1522.512272
EU24A,US » Reach » Propensity Models » Hobbies and Interest » Music » Listens to Pop Music,320x50 | DVFAY1218D,Sign up Today - 10% Off,merriam-webster.com/dictionary,Google Ad Manager,Smartphone,18771,69,10871,17138,6,3827.366381
GO2Y,Media and Entertainment » Connected TV and Over-the-Top (CTV and OTT),300x250 | DVFAY1218D,Sign up Today - 10% Off,streetinsider.com,Google Ad Manager,Smartphone,756687,1984,442979,611813,14,2452.997504
SG87U,Online Behavior>United States>Intent » Auto Buyers » Car Make>Volkswagen,300x250 | IJGYM6908K,Sign up Today - 10% Off,androidauthority.com,PubMatic,Smartphone,14451,50,5606,13461,8,6397.602518
TV57A,Online Behavior>United States>Food and Drink>Restaurants » Dining Guides,320x50 | IJGYM6908K,Sign up Now - 10% Off,cnn.com,Index Exchange,Smartphone,116926,321,69132,111957,22,4918.040982
JO91A,"US » B2B » B2B Decision Maker Responsibilities » Print, Copy or Photo Services",300x250 | XONOL3636P,Subscribe Today - 10% Discount,thesaurus.com,Google Ad Manager,Smartphone,141157,420,8280,107935,4,1631.782949
CE82F,OnAudience » Interest » Shopping » Shopping Mall Buyers,300x250 | FMYIG2676Q,Sign up Now - 10% Off,cargurus.com,Sharethrough,Smartphone,7409,10,5009,7160,12,1472.110115
OG24Y,Online Behavior>United States>The Changing Consumer>Happy at Home,300x250 | FMYIG2676Q,Sign up Now - 10% Off,msn.com,Index Exchange,Smartphone,1575592,3874,1155869,1447900,88,7818.648297
JI63H,Online Behavior>United States>Sports>Individual Sports » Cycling,300x250 | FMYIG2676Q,10% Discount - Ends 6/1,msn.com,TripleLift,Windows PC,117518,299,66458,86571,1,5999.993781
DF19R,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Males 18-44,300x250 | FMYIG2676Q,10% Discount - Ends 6/1,realtor.com,BidSwitch,Apple PC,10815,25,4321,9646,2,4921.594843
FV14E,Travel and Tourism » Interest (Affinity),320x50 | FMYIG2676Q,Subscribe Today - 10% Discount,yellowpages.com,Google Ad Manager,Smartphone,14890,60,6248,11493,6,1982.416484
FG63C,Online Behavior>United States>Online Communities>Blogging Resources and Services,320x50 | WVFMN4165A,Sign up Now - 10% Off,signin.ebay.com,Yahoo Exchange,Smartphone,18136,69,10842,14953,9,6860.359597
SK12Q,US Technology » Social Media » Likely Behavior » Heavy Facebook User,300x250 | WVFMN4165A,10% Discount - Ends 6/1,zillow.com,Google Ad Manager,Smartphone,312206,841,35661,292992,5,1550.938318
FX63X,US » Reach » Propensity Models » Luxury Home Goods Store Shopper,320x50 | PEIRR1444H,Sign up Today - 10% Off,classmates.com,Google Ad Manager,Smartphone,29107,64,4047,27357,9,3339.454322
RP92A,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Females 18-44,320x50 | LDJVF5710Z,10% Discount - Ends 6/1,mail.yahoo.com,PubMatic,Smartphone,207685,512,20134,30708,34,5239.204787
PG39M,Online Behavior>United States>Arts and Entertainment>TV and Video,300x50 | LDJVF5710Z,Subscribe Today - 10% Discount,msn.com,BidSwitch,Smartphone,13946,40,3142,8823,8,4920.23463
QF24L,Online Behavior>United States>Arts and Entertainment>Events and Listings » Event Ticket Sales,300x50 | RODUO2145F,Sign up Today - 10% Off,wikihow.com,Magnite DV+,Smartphone,23488,75,4620,22254,9,6667.727715
NU9N,, | RODUO2145F,,,,,,NA,,,NA,NA
SO78R,Online Behavior>United States>Intent » Shopping>Consumer Electronics » Tablets,320x50 | MBNDY3862Y,Subscribe Today - 10% Discount,finviz.com,Google Ad Manager,Smartphone,9533,66,6548,9042,16,5574.543505
JF45V,Online Behavior>United States>Finance » Banking>Debit and Checking Services,300x250 | MBNDY3862Y,Subscribe Today - 10% Discount,thegamer.com,BidSwitch,Smartphone,8362,31,5959,7947,7,6997.468963
OS77J,Travel and Tourism » Interest (Affinity) » Destinations » Africa,300x250 | MBNDY3862Y,Subscribe Today - 10% Discount,weather.com,Smart RTB+ (Smartadserver),Smartphone,253577,890,66972,191183,44,1493.074494
KD90K,Online Behavior>United States>Intent » Shopping>Pet Food » Dog,320x50 | QEGTE9790O,Subscribe Today - 10% Discount,yourdailysportfix.com,Google Ad Manager,Smartphone,18516,68,8191,13641,13,5087.561715
NJ37T,OnAudience » Interest » Hobbies & Interests » Art,300x250 | AIUWS8476Y,Subscribe Today - 10% Discount,timeanddate.com,Magnite DV+,Windows PC,22934,81,18536,21019,5,1711.106338
KE49S,Online Behavior>United States>Beauty and Fitness>Face and Body Care » Skin and Nail Care,300x50 | IBKNH6417J,10% Discount - Ends 6/1,apnews.com,BidSwitch,Smartphone,100800,185,14473,85424,10,7004.730483
BM49D,US » Interest Propensities » Activities and Interests » College Life,320x50 | IBKNH6417J,Subscribe Today - 10% Discount,msn.com,Xandr - Monetize SSP (AppNexus),Smartphone,171575,499,101487,136036,8,1658.332426
NO3O,US » B2B » B2B Decision Maker Responsibilities » Television providers » services,300x250 | XKKWT7454D,Subscribe Today - 10% Discount,streetinsider.com,Google Ad Manager,Windows PC,56737,145,41296,53472,5,2028.370144
TD18K,Online Behavior>United States>Autos and Vehicles » Brands>Porsche,320x50 | CGSWF3615P,Sign up Today - 10% Off,msn.com,OpenX,Smartphone,3196231,8745,2013324,2669103,70,5756.271172
VC13L,Online Behavior>United States>Autos and Vehicles » Brands>Maybach,320x50 | FYZMG3428M,Sign up Today - 10% Off,insidethemagic.net,Magnite DV+,Smartphone,23941,150,13054,22276,6,2856.165425
AL69A,Online Behavior>United States>Travel>Hotels and Accommodations,300x250 | FYZMG3428M,Sign up Now - 10% Off,outlook.live.com,Google Ad Manager,Smartphone,75531,200,63816,70011,9,7261.86504
ZW58L,US » Reach » Propensity Models » Household Consumer Expenditures » Furniture,320x50 | HHFPT9348I,Subscribe Today - 10% Discount,microsoftcasualgames.com,PubMatic,Smartphone,68114,174,569,2059,15,2753.711986
WT40O,Online Behavior>United States>Travel>Tourist Destinations » Regional Parks and Gardens,300x250 | RKDTH1662X,Subscribe Today - 10% Discount,cbsnews.com,Google Ad Manager,Windows PC,48211,160,30157,43810,14,6708.463351
CP6L,US » Financially in Charge » Performance Score: Top 25%,300x250 | RKDTH1662X,Sign up Today - 10% Off,msn.com,Google Ad Manager,Smartphone,311753,763,170122,256841,6,1543.612655
SY63H,OnAudience » Intent » Toys & Games,320x50 | JBJHR4385F,Subscribe Today - 10% Discount,kbb.com,Google Ad Manager,Smartphone,9222,33,5352,8141,2,1583.164302
KQ31U,US Financial » Likely In Market Timing » Not At All Likely to Purchase » First Home/Residence In The Next Year (Financial),300x250 | ZFVWD3229F,Sign up Today - 10% Off,signupgenius.com,Magnite DV+,Windows PC,35335,120,22566,30685,15,1866.34747
FA39J,Real Estate » Sale Activity » Just Sold,320x50 | OMVLC8350U,Sign up Now - 10% Off,forbes.com,Google Ad Manager,Smartphone,111884,220,53017,106432,7,1786.105122
LS14X,Online Behavior>United States>Autos and Vehicles » Brands>Volvo,320x50 | OUAPW0127E,Subscribe Today - 10% Discount,chocolatecoveredkatie.com,Google Ad Manager,Smartphone,7806,20,3150,7247,1,6162.320833
UU28I,US » B2B » B2B Decision Maker Responsibilities » Marketing or Market Research,320x50 | OUAPW0127E,Sign up Now - 10% Off,fortune.com,Google Ad Manager,Smartphone,54134,155,37418,51299,4,1502.01775
TO97R,US » Reach » Propensity Models » Hobbies and Interest » Food and Drinks » Eats at Fast Food Restaurants,300x250 | FVMJC3951Q,Subscribe Today - 10% Discount,bestbuy.com,BidSwitch,Smartphone,18458,111,3623,16934,6,2866.496671
QX68R,Mobile - US » Demographics » Education » Lowest Education Achievement,320x50 | BKTFJ3090U,10% Discount - Ends 6/1,essentiallysports.com,BidSwitch,Smartphone,82916,199,24951,77333,12,1584.821247
FN88O,OnAudience » Interest » Science » Weather,300x250 | PFTYF9099D,Sign up Today - 10% Off,omnicalculator.com,Magnite DV+,Smartphone,13823,58,10671,12937,3,1574.709734
OP80Y,Media and Entertainment » Sports and Recreational Activities » Interest (Affinity) » Team Sports » Soccer (Football),300x250 | SAXFV6520F,Sign up Today - 10% Off,merriam-webster.com/dictionary,BidSwitch,Smartphone,7402,9,3860,6406,1,1560.449936
MK90F,US »Quality-First Shopper Audience,300x250 | SAXFV6520F,10% Discount - Ends 6/1,wikihow.com,Google Ad Manager,Windows PC,16142,30,7064,15433,5,2209.650957
LL81E,Online Behavior>United States>News>Newspapers,320x50 | PCVPC6144C,10% Discount - Ends 6/1,calculator.net,PubMatic,Smartphone,37176,100,31829,35639,21,6753.595242
RU60G,US »Green Consumer Audience,320x50 | PCVPC6144C,Subscribe Today - 10% Discount,cbsnews.com,Smart RTB+ (Smartadserver),Smartphone,69540,204,28713,62829,15,1838.98773
WA83V,Online Behavior>United States>Intent » Shopping>Drug Stores » Walgreens,300x50 | PCVPC6144C,Subscribe Today - 10% Discount,usatoday.com,Google Ad Manager,Smartphone,39373,99,23152,35857,17,6342.885786
ZV94R,Online Behavior>United States>The Changing Consumer>Pet Adoption,300x250 | PCVPC6144C,Subscribe Today - 10% Discount,weather.com,Google Ad Manager,Apple PC,45668,130,16872,32085,9,3444.202946
SR69I,Online Behavior>United States>Validated Demographic » Age>35-44,300x250 | IVOAN1509V,10% Discount - Ends 6/1,homehacks.co,Google Ad Manager,Windows PC,27473,69,11306,20625,2,2922.286102
YX24H,Online Behavior>United States>People and Society>Family and Relationships » Parents,320x50 | CHKMG9396E,Subscribe Today - 10% Discount,cbsnews.com,BidSwitch,Smartphone,115544,412,79182,109463,56,6721.094453
VT4D,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Females 65 or older,320x50 | CHKMG9396E,Sign up Today - 10% Off,finance.yahoo.com,Google Ad Manager,Smartphone,232470,504,40870,195447,36,5401.365085
